;Themes,Title,type,Summary,Link
Our Oceans,Marine pollution and human health,Infographic,,https://www.seachangeproject.eu/images/SEACHANGE/OurOceanOurHealth/Human_Health_Ocean_Leaflets/3.Pollution.pdf
Our Oceans,Marine Protected Areas in the Eastern Caribbean\ a tourism market study,Report,,http://caribbean.cepal.org/content/marine-protected-areas-eastern-caribbean
Our Oceans,National Geographic Oceans Education,Teaching resource,,https://www.nationalgeographic.org/education/programs/oceans-education/
Our Oceans,NOAA Ocean Education Resources,Teaching resource,,https://www.noaa.gov/education/resource-collections
Our Oceans,Ocean Literacy library,Teaching resource,,https://education.ocean.org/oceanlitlib/
Our Oceans,Oceans and human health,Briefing,,https://geoblueplanet.org/human-health/
Our Oceans,Sea Change\ increasing ocean literacy,Teaching resource,,https://www.seachangeproject.eu/images/SEACHANGE/Media_Centre/SeaChange_OceanLiteracyBooklet.pdf
Our Oceans,Seafood and human health,Infographic,,https://www.seachangeproject.eu/images/SEACHANGE/OurOceanOurHealth/Human_Health_Ocean_Leaflets/2.Seafood.pdf
Our Oceans,Seas\ Oceans & Public Health in Europe,Website,,https://sophie2020.eu/
Our Oceans,The ocean\ a treasure trove for human medicine,Infographic,,https://www.seachangeproject.eu/images/SEACHANGE/OurOceanOurHealth/Human_Health_Ocean_Leaflets/4.Medicine.pdf
Our Oceans,Time and tide,News,,https://www.bmj.com/content/366/bmj.l4671
Our Oceans,What does the ocean have to do with human health?,Briefing,,https://oceanservice.noaa.gov/facts/ocean-human-health.html
Our Oceans,What makes the ocean so special,Briefing,,https://www.seachangeproject.eu/images/SEACHANGE/resources/atlasengagement_en.pdf
The Coastal Zone,All drains lead to the ocean,News,In Australia\ Latin American and the Caribbean (including the United States)\ marine outfalls are used to dispose of wastewater. We are seeing that the ocean can not absorb the pollution that we put into it,https://www.earthday.org/2011/08/29/all-drains-lead-to-the-ocean/
The Coastal Zone,Belize ICZM,Report,Belize is home to the planet's second longest unbroken reef system and its coastal zone contains a rich diversity of habitats and attractions\ including three atolls\ several coastal lagoons\ mangrove forests\ and over 300 cayes. The goal of the ICZM Plan is to recommend actions that will ensure sustainable coastal resources use by balancing conservation ideals with the economic and social needs of the country. ,https://www.coastalzonebelize.org/wp-content/uploads/2015/08/BELIZE-Integrated-Coastal-Zone-Management-Plan.pdf
The Coastal Zone,Blue Tourism – The Transition Towards Sustainable Coastal and Maritime Tourism in World Marine Regions,Report,This report intends to understand and define the ecological impacts of coastal and marine tourism,http://www.ecounion.eu/wp-content/uploads/2019/06/BLUE-TOURISM-STUDY.pdf
The Coastal Zone,Coastal and Maritime Tourism,Website,Sector overview of coastal and maritime tourism in the EU,https://www.msp-platform.eu/sector-information/coastal-and-maritime-tourism
The Coastal Zone,Green Fins: Improving sustainability in the marine tourism sector,News,Originally established in Thailand in 2004\ the Green Fins approach\ a tool for supporting adoption and implementation of best practices in the diving and snorkeling tourism industry\ is now active in six countries in Asia and is currently being expanded to other regions.,https://www.iucn.org/es/node/26493
The Coastal Zone,Integrated coastal management,Website,Integrated coastal management aims for the coordinated application of the different policies affecting the coastal zone and related to activities such as nature protection\ aquaculture\ fisheries\ agriculture\ industry\ off shore wind energy\ shipping\ tourism\ development of infrastructure and mitigation and adaptation to climate change. ,https://ec.europa.eu/environment/iczm/index_en.htm
The Coastal Zone,Sandy Island/Oyster Bed Marine Protected Area Moorings Restoration Project,Video,We visited the Sandy Island/Oyster Bed Marine Protected Area to document the installation of new moorings,https://www.youtube.com/watch?v=87Bf3e3C9CA
The Coastal Zone,Sustainable marine tourism,Webinar,,https://sustainabledevelopment.un.org/content/documents/178208-%202013April_New%20York_LC.pdf
The Coastal Zone,Sustainable Marine Tourism in the Coral Triangle,Video,,https://www.youtube.com/watch?v=viRyXpXfjFw
The Coastal Zone,The 13 beach hazards,Briefing,,https://ughent.maps.arcgis.com/apps/MapSeries/index.html?appid=0760235808034f4382cd3bfb38046d7d
The Coastal Zone,The caribbean's waste water problem,News,,https://www.fluencecorp.com/the-caribbeans-wastewater-problem/
The Coastal Zone,The challenge of coastal and marine tourism,News,,http://www.thebluereporters.com/2016/06/coastal-marine-tourism-challenge/
The Coastal Zone,UN: fostering sustainable coastal and marine tourism in the Caribbean,Video,,https://www.youtube.com/watch?v=mgfSmxcNJ2E
The Coastal Zone,Wastewater in the oceans,Video,,https://www.youtube.com/watch?v=itCOY7VviRU
The Coastal Zone,What is ICZM,Video,,https://www.youtube.com/watch?v=p_sZmxsjUQA
The High Seas,Areas Beyond National Jurisdiction,Briefing,Marine Areas Beyond National Jurisdiction (ABNJ)\ commonly called the high seas\ are those areas of ocean for which no one nation has sole responsibility for management. In all\ these make up 40 percent of the surface of our planet\ comprising 64 percent of the surface of the oceans and nearly 95 percent of its volume.,https://www.thegef.org/topics/areas-beyond-national-jurisdiction
The High Seas,Common Oceans - A partnership for sustainability in the ABNJ,Report,FAO resources on areas beyond national jurisdiction,http://www.fao.org/in-action/commonoceans/documents/en/?user_extextender_option_list_1=60800
The High Seas,First ever high-seas conservation treaty would protect life in international waters,News,No flag can claim the high seas\ but many nations exploit them. Now\ nations are negotiating the first-ever high-seas conservation treaty,https://www.sciencemag.org/news/2019/04/first-ever-high-seas-conservation-treaty-would-protect-life-international-waters
The High Seas,Governing areas beyond national jurisdiction,Briefing,Nearly two-thirds of the world’s ocean is beyond national jurisdiction – where no single state has authority. This area reaches depths of over 10 km and represents 95% of the Earth’s total habitat by volume. ,https://www.iucn.org/resources/issues-briefs/governing-areas-beyond-national-jurisdiction
The High Seas,he Areas Beyond National Jurisdiction Program,Video,The Areas Beyond National Jurisdiction Program (ABNJ) -- often referred to as Common Oceans -- is a broad-scale\ innovative approach to achieve efficient and sustainable management of fisheries resources and biodiversity conservation in marine areas that do not fall under the responsibility of any one country.,https://www.youtube.com/watch?v=d7klHw0NdPk
The High Seas,High seas alliance,Website,Since its founding in 2011\ the High Seas Alliance (HSA) with its 37+ non-governmental members and the International Union for Conservation of Nature has been working towards protecting the 50% of the planet that is the high seas.,http://highseasalliance.org/
The High Seas,High seas protection,Video,marine conservation biologist Professor Callum Roberts talks about his work with scientists and NGOs to map out a network of anctuaries for the high seas which are required to save the world’s oceans\ protect wildlife and fight climate breakdown. ,https://vimeo.com/329137807
The High Seas,How to save the high seas,News,As the United Nations prepares a historic treaty to protect the oceans\ scientists highlight what’s needed for success.,https://www.nature.com/articles/d41586-018-05079-z
The High Seas,Our Oceans’ Last Chance: Protect the High Seas,Video,The open ocean\ called the high seas\ lies outside the boundaries of any country\ making up nearly two-thirds of our ocean and providing 90 percent of the habitat for all ocean life. But only about half of 1 percent of the high seas are fully protected from fishing\ mining\ and other human activity. ,https://www.youtube.com/watch?v=ydPvfIlbxsQ
The High Seas,The high seas,Video,,https://vimeo.com/338235997
The High Seas,The High Seas Need Protection Now,Video,,https://www.youtube.com/watch?v=EPeclRf0SCE
The High Seas,The High Seas: UN Has One Chance To Get This Right,Video,,https://www.youtube.com/watch?v=AN-epA-8TNo
The High Seas,WEBINAR: Data For Areas Beyond National Jurisdiction,Video,,http://www.fao.org/in-action/commonoceans/calendar/calendar-detail/en/c/1175631/
The High Seas,WEBINAR: Tools For Areas Beyond National Jurisdiction,Video,,http://www.fao.org/in-action/commonoceans/calendar/calendar-detail/en/c/1170306/
The High Seas,What are the high seas,Video,,https://www.youtube.com/watch?v=p_72ZuMf0yI&feature=youtu.be
The High Seas,What Are the High Seas? Why Do They Need Help? ,Video,,https://www.youtube.com/watch?v=p_72ZuMf0yI
The High Seas,World Commission on Protected Areas High Seas Specialist Group,Briefing,,https://www.iucn.org/commissions/world-commission-protected-areas/our-work/high-seas
Understanding Our Ocean,500 years of ocean change,Infographic,This visual\ based on scientific data\ shows how the ocean has evolved in terms of temperature\ acidity\ sea-level\ ice-cover\ plastic pollution\ shipping\ stocks of larger animals\ etc. in the past 500 years. ,https://www.seachangeproject.eu/ouroceanourhealth/ocean-literacy-resources/infographic-500-years-of-ocean-change
Understanding Our Ocean,Creatures in the deepest trenches of the sea are eating plastic,News,In six of the ocean's deepest crevasses\ scientists found tiny shrimp-like creatures chomping on tiny bits of plastic.,https://www.nationalgeographic.com/environment/2019/02/deep-sea-creatures-mariana-trench-eat-plastic/
Understanding Our Ocean,Creatures of the deep,Video,About 60 percent of the ocean is a cold\ dark region that spans down to 11\000 meters. This zone is known as the deep ocean\ and though it seems like an inhospitable and remote corner of the planet\ it is actually one of the greatest habitats on Earth. Lidia Lins explores how so many species thrive in this mysterious underwater world. ,https://youtu.be/U69LIr0OrNc
Understanding Our Ocean,Deep ocean is the last frontier,Video,The ocean covers 70% of our planet. The deep-sea floor is a realm that is largely unexplored\ but cutting-edge technology is enabling a new generation of aquanauts to go deeper than ever before.,https://youtu.be/p0G68ORc8uQ
Understanding Our Ocean,Deep ocean mysteries and wonders,Video,In the deepest\ darkest parts of the oceans are ecosystems with more diversity than a tropical rainforest. Taking us on a voyage into the ocean -- from the deepest trenches to the remains of Titanic -- marine biologist David Gallo explores the wonder and beauty of marine life.,https://www.ted.com/talks/deep_ocean_mysteries_and_wonders
Understanding Our Ocean,Deep sea ecoystems,Briefing,FAO briefing on deep sea ecosystems,http://www.fao.org/fishery/topic/166310/en
Understanding Our Ocean,Deep sea wonders of the Caribbean -  exploring the deep wilderness,Video,an introduction to deep-sea exploration in the Caribbean,https://www.youtube.com/watch?v=PA_vTKFSDfU&list=PL-ZrlrJ47zXBPvmCe1XvlSawrSc7j2r1p&index=2&t=0s
Understanding Our Ocean,Deep sea wonders of the Caribbean - an ocean of opportunity,Video,careers of the deep sea,https://www.youtube.com/watch?v=-0co7b-xoZ0&list=PL-ZrlrJ47zXBPvmCe1XvlSawrSc7j2r1p&index=6&t=0s
Understanding Our Ocean,Deep sea wonders of the Caribbean - beyond the beaches,Video,The Caribbean’s deep-sea environment and how organisms there have adapted,https://www.youtube.com/watch?v=38mp6CuBFVM&list=PL-ZrlrJ47zXBPvmCe1XvlSawrSc7j2r1p&index=3&t=0s
Understanding Our Ocean,Deep sea wonders of the Caribbean - hot sun cold seeps,Video,a unique look into Trinidad and Tobago’s deep ocean,https://www.youtube.com/watch?v=4SFG7FNZRvI&list=PL-ZrlrJ47zXBPvmCe1XvlSawrSc7j2r1p&index=4&t=0s
Understanding Our Ocean,Deep sea wonders of the Caribbean- the jenny that kicks,Video,a unique look into Grenada’s deep ocean,https://www.youtube.com/watch?v=ZH0qmI2t9SI
Understanding Our Ocean,Diving down to the deep ocean,Video,Even in the perpetual darkness of the deepest ocean\ scientists discover the discarded rubbish of modern life.,https://www.youtube.com/watch?v=4CoD-IwQlH8
Understanding Our Ocean,El Nino and La Nina explained,Video,Understanding two of the largest global ocean phenomenons and how this effects global weather,https://youtu.be/KpZsoHru9go
Understanding Our Ocean,Exploring the Mariana Trench,Video,Explore the The Deepest & Most Unexplored Place On The Planet,https://youtu.be/r17kLJxJcwM
Understanding Our Ocean,How a grain of sand rewrote our ocean's history,Video,Andrew Wheeler and his team use ROVs to collect core samples from the deep ocean\ their layers revealing Earth's geological history. Andrew tells the story a grain of sand taken from the deep ocean\ and how it has changed our understanding of how Ireland's landscape was shaped two million years ago. ,https://youtu.be/xV7IvRT5Qyw
Understanding Our Ocean,How big is the ocean,Video,While the Earth's oceans are known as five separate entities\ there is really only one ocean. So\ how big is it? As of 2013\ it takes up 71% of the Earth\ houses 99% of the biosphere\ and contains some of Earth's grandest geological features. Scott Gass reminds us of the influence humans have on the ocean and the influence it has on us,https://www.ted.com/talks/scott_gass_how_big_is_the_ocean
Understanding Our Ocean,How do ocean currents work,Video,In 1992\ a cargo ship carrying bath toys got caught in a storm. Shipping containers washed overboard\ and the waves swept 28\000 rubber ducks and other toys into the North Pacific. But they didn't stick together -- the ducks have since washed up all over the world. How did this happen? Jennifer Verduin dives into the science of ocean currents.,https://www.ted.com/talks/jennifer_verduin_how_do_ocean_currents_work
Understanding Our Ocean,How do tides work,Video,Most people are already familiar with the idea of high and low tides\ but where do they come from? What causes this movement and why does it occur with such regularity?,https://www.youtube.com/watch?v=5ohDG7RqQ9I
Understanding Our Ocean,How life begins in the deep ocean,Video,Where do squid\ jellyfish and other sea creatures begin life? The story of a sea urchin reveals a stunningly beautiful saga of fertilization\ development and growth in the ocean depths.,https://www.youtube.com/watch?v=i_R7ouD8-Eo
Understanding Our Ocean,Just how deep does the ocean go?,Video,,https://www.youtube.com/watch?v=UwVNkfCov1k
Understanding Our Ocean,Know your ocean,Briefing,,https://oceantoday.noaa.gov/knowyourocean/
Understanding Our Ocean,Knowledge gaps in understanding the ocean,Report,,http://www.grida.no/resources/8119
Understanding Our Ocean,Life in the deep ocean,Briefing,,https://oceanexplorer.noaa.gov/facts/deep-habitat.html
Understanding Our Ocean,Life in the deep oceans,Video,,https://www.ted.com/talks/david_gallo_on_life_in_the_deep_oceans?language=en
Understanding Our Ocean,MarineBio,Teaching resource,,https://marinebio.org
Understanding Our Ocean,Mountains hidden in the deep sea are biological hot spots. Will mining ruin them?,News,,https://www.sciencemag.org/news/2019/09/mountains-hidden-deep-sea-are-biological-hot-spots-will-mining-ruin-them
Understanding Our Ocean,Ocean explorer game,Teaching resource,,http://oceanexplorer.noaa.gov/forfun/creatures_flash/start.html
Understanding Our Ocean,Our Ocean Our Oxygen,Video,,https://vimeo.com/173739456
Understanding Our Ocean,The deep ocean,Briefing,,https://oceantoday.noaa.gov/deepocean/
Understanding Our Ocean,The deep ocean,Video,,https://www.youtube.com/watch?v=JqlyJhWpqKQ
Understanding Our Ocean,The deep sea,,,https://ocean.si.edu/ecosystems/deep-sea/deep-sea
Understanding Our Ocean,The perpetual ocean,Video,,https://youtu.be/WEe1bVjORN4
Understanding Our Ocean,The world's newest island,Video,,https://youtu.be/UP_TDjcsiPA
Understanding Our Ocean,Understanding oceans bottom up,Video,,https://www.youtube.com/watch?v=y9-t1O9UYhQ
Understanding Our Ocean,Understanding our ocean,Teaching resource,,https://www.seachangeproject.eu/images/SEACHANGE/Media_Centre/SeaChange_OceanLiteracyPoster.pdf
Understanding Our Ocean,Weather vs climate,Video,,https://youtu.be/YbAWny7FV3w
Understanding Our Ocean,Where did earth's water come from?,Video,,https://youtu.be/_LpgBvEPozk
